,SELIC
2000-05-04,0.000673472620142
2000-05-05,0.0006741432442942
2000-05-08,0.0006742506449088
2000-05-09,0.0006730480903898
2000-05-10,0.0006718476577023
2000-05-11,0.0006717702022838
2000-05-12,0.000671879285004
2000-05-15,0.0006710550470354
2000-05-16,0.0006711643377574
2000-05-17,0.000671086797308
2000-05-18,0.0006708229263929
2000-05-19,0.0006707453441343
2000-05-22,0.0006708535514425
2000-05-23,0.000670775429403
2000-05-24,0.0006706971629619
2000-05-25,0.0006711754365749
2000-05-26,0.0006710961360514
2000-05-29,0.0006715726307466
2000-05-30,0.000671121923631
2000-05-31,0.0006704867571001
2000-06-01,0.0006700375058257
2000-06-02,0.0006697736723131
2000-06-05,0.000669510068231
2000-06-06,0.0006686929866785
2000-06-07,0.0006678772441255
2000-06-08,0.0006663255473084
2000-06-09,0.0006658818532183
2000-06-12,0.0006656228267396
2000-06-13,0.0006655479770321
2000-06-14,0.0006649214852181
2000-06-15,0.000664847078742
2000-06-16,0.0006651397032042
2000-06-19,0.000665431450745
2000-06-20,0.0006649889461858
2000-06-21,0.0006621651407614
2000-06-23,0.0006377407388893
2000-06-26,0.0006367853319793
2000-06-27,0.000635100019567
2000-06-28,0.000633965916428
2000-06-29,0.0006297289024379
2000-06-30,0.0006309752829989
2000-07-03,0.0006303949982826
2000-07-04,0.0006289041045197
2000-07-05,0.0006294197151015
2000-07-06,0.000630116166403
2000-07-07,0.0006306291062077
2000-07-10,0.0006296861660877
2000-07-11,0.0006211125947388
2000-07-12,0.0006198190266459
2000-07-13,0.0006196165818399
2000-07-14,0.0006190515144088
2000-07-17,0.000619393599708
2000-07-18,0.0006195536568791
2000-07-19,0.0006191700478119
2000-07-20,0.0006175203905667
2000-07-21,0.0006059284429427
2000-07-24,0.0006050193839319
2000-07-25,0.0006046535568096
2000-07-26,0.0006037466949604
2000-07-27,0.0006035627882077
2000-07-28,0.0006030184453336
2000-07-31,0.0006028351991618
2000-08-01,0.0006021118930601
2000-08-02,0.0006019295215209
2000-08-03,0.0006017472611146
2000-08-04,0.0006017448443695
2000-08-07,0.0006017422143538
2000-08-08,0.0006022779210119
2000-08-09,0.0006024536260513
2000-08-10,0.0006020908942088
2000-08-11,0.0006028037542273
2000-08-14,0.0006038732775865
2000-08-15,0.0006045826938652
2000-08-16,0.0006029653158108
2000-08-17,0.0006026019677249
2000-08-18,0.000603132321979
2000-08-21,0.0006034829536598
2000-08-22,0.0006054386700262
2000-08-23,0.000603289039827
2000-08-24,0.0005941924196088
2000-08-25,0.0006022110282097
2000-08-28,0.0006030946516826
2000-08-29,0.0006034427547729
2000-08-30,0.0006039678035556
2000-08-31,0.0006030701851802
2000-09-01,0.0006018188104517
2000-09-04,0.0006014568424101
2000-09-05,0.0006025142420922
2000-09-06,0.0006026832165841
2000-09-08,0.0006042688913303
2000-09-11,0.0006044351090046
2000-09-12,0.0006058393786041
2000-09-13,0.0006060030553023
2000-09-14,0.0006061662125427
2000-09-15,0.0006065054687929
2000-09-18,0.0006063143536054
2000-09-19,0.000606123363039
2000-09-20,0.0006059324969689
2000-09-21,0.0006059179454254
2000-09-22,0.0006062553650429
2000-09-25,0.0006057120653901
2000-09-26,0.0006056971408774
2000-09-27,0.0006048032025569
2000-09-28,0.0006037350065299
2000-09-29,0.0006042484883255
2000-10-02,0.0006059889392107
2000-10-03,0.0006061479569114
2000-10-04,0.0006057807641388
2000-10-05,0.0006066399049271
2000-10-06,0.0006066221577056
2000-10-09,0.0006053798168013
2000-10-10,0.0006057127893501
2000-10-11,0.0006051714203954
2000-10-13,0.0006044562146374
2000-10-16,0.0006051380196281
2000-10-17,0.0006056439810881
2000-10-18,0.0006054516793265
2000-10-19,0.0006056078555891
2000-10-20,0.0006054153866719
2000-10-23,0.0006059189039391
2000-10-24,0.0006055519885419
2000-10-25,0.0006051855172486
2000-10-26,0.0006051667872659
2000-10-27,0.0006056685018362
2000-10-30,0.0006054753284847
2000-10-31,0.0006056289519065
2000-11-01,0.0006057820747058
2000-11-03,0.0006052422007547
2000-11-06,0.0006041840262878
2000-11-07,0.0006027817183187
2000-11-08,0.0006034554564504
2000-11-09,0.0006049912904051
2000-11-10,0.0006051433038372
2000-11-13,0.0006054673181332
2000-11-14,0.000605618129583
2000-11-16,0.0006057684455285
2000-11-17,0.0006059182666364
2000-11-20,0.0006062396740933
2000-11-21,0.0006058723702251
2000-11-22,0.0006060211275533
2000-11-23,0.0006034211039358
2000-11-24,0.0006034005353872
2000-11-27,0.0006032082236699
2000-11-28,0.0006028445828603
2000-11-29,0.0006031667970387
2000-11-30,0.0006021182025162
2000-12-01,0.0006014135786316
2000-12-04,0.0006017362777017
2000-12-05,0.0006015453510321
2000-12-06,0.0006013545511263
2000-12-07,0.0006011638778535
2000-12-08,0.0006008026969743
2000-12-11,0.0006007830131373
2000-12-12,0.0006002518603631
2000-12-13,0.0006002324282554
2000-12-14,0.0005997021405603
2000-12-15,0.0005993427134523
2000-12-18,0.0005994937796993
2000-12-19,0.0005986248450549
2000-12-20,0.0005980968903376
2000-12-21,0.000589762737178
2000-12-22,0.0005802558655285
2000-12-26,0.0005799193639159
2000-12-27,0.0005795832523651
2000-12-28,0.0005787395668561
2000-12-29,0.000579589383344
2001-01-02,0.0005795919043847
2001-01-03,0.0005799322809474
2001-01-04,0.0005787515083268
2001-01-05,0.0005785855802695
2001-01-08,0.0005789259480988
2001-01-09,0.0005784223505096
2001-01-10,0.0005785935878077
2001-01-11,0.0005764061564625
2001-01-12,0.0005757374152555
2001-01-15,0.0005750696376018
2001-01-16,0.0005747391225827
2001-01-17,0.0005750812037514
2001-01-18,0.0005645052659724
2001-01-19,0.0005616688379717
2001-01-22,0.0005616890802642
2001-01-23,0.0005608707396669
2001-01-24,0.0005598860185351
2001-01-25,0.0005607451277729
2001-01-26,0.0005609330470917
2001-01-29,0.0005589455887131
2001-01-30,0.000557797315918
2001-01-31,0.0005574863515276
2001-02-01,0.0005561736190315
2001-02-02,0.0005558644618823
2001-02-05,0.0005553888147129
2001-02-06,0.0005562477156493
2001-02-07,0.0005564384208147
2001-02-08,0.00055746141366
2001-02-09,0.000558316062823
2001-02-12,0.0005588363692505
2001-02-13,0.0005581916917065
2001-02-14,0.0005575479192079
2001-02-15,0.00055441367598
2001-02-16,0.0005607464534613
2001-02-19,0.0005605980996072
2001-02-20,0.0005596207512348
2001-02-21,0.0005598049134563
2001-02-22,0.0005599885915368
2001-02-23,0.0005600062506165
2001-02-28,0.0005595273763905
2001-03-01,0.0005588837801178
2001-03-02,0.0005579105720252
2001-03-05,0.0005579298128259
2001-03-06,0.0005577837743524
2001-03-07,0.0005576378066554
2001-03-08,0.0005571621303874
2001-03-09,0.0005571814692748
2001-03-12,0.0005563770727845
2001-03-13,0.0005565615328899
2001-03-14,0.0005567455131725
2001-03-15,0.00055692901416
2001-03-16,0.0005567833567132
2001-03-19,0.0005589372472629
2001-03-20,0.0005596099507152
2001-03-21,0.0005609376107438
2001-03-22,0.000561115054658
2001-03-23,0.0005794828017664
2001-03-26,0.0005798023398135
2001-03-27,0.0005796300549232
2001-03-28,0.0005794578747866
2001-03-29,0.0005792857993065
2001-03-30,0.0005792772352217
2001-04-02,0.0005794318040777
2001-04-03,0.0005795859102681
2001-04-04,0.0005799026774864
2001-04-05,0.0005795665852719
2001-04-06,0.0005792308824073
2001-04-09,0.0005795469275056
2001-04-10,0.0005790485019032
2001-04-11,0.000580339911983
2001-04-12,0.0005798407559289
2001-04-16,0.0005798296610246
2001-04-17,0.0005806302338513
2001-04-18,0.0005806178468426
2001-04-19,0.0005830379895876
2001-04-20,0.0005969617999557
2001-04-23,0.0005969296272616
2001-04-24,0.0005970591920725
2001-04-25,0.0005970265167143
2001-04-26,0.0005969936872607
2001-04-27,0.0005971223068088
2001-04-30,0.000597573496291
2001-05-02,0.0005970552055738
2001-05-03,0.0005966989433638
2001-05-04,0.0005961818886777
2001-05-07,0.0005971156382265
2001-05-08,0.0005969203290905
2001-05-09,0.0005973688733482
2001-05-10,0.0005976555689726
2001-05-11,0.0005977808010615
2001-05-14,0.0005977449545491
2001-05-15,0.0005972273239849
2001-05-16,0.0005976731021752
2001-05-17,0.0005974764557235
2001-05-18,0.0005976004634649
2001-05-21,0.0005977240360017
2001-05-22,0.0005973669754022
2001-05-23,0.0005976502236069
2001-05-24,0.0006099233814729
2001-05-25,0.000613705819692
2001-05-28,0.0006147665324294
2001-05-29,0.0006151867343078
2001-05-30,0.0006152869624711
2001-05-31,0.0006155461585504
2001-06-01,0.0006150082072773
2001-06-04,0.000615426151568
2001-06-05,0.0006150476351689
2001-06-06,0.0006146695840947
2001-06-07,0.0006141331014724
2001-06-08,0.0006132797780122
2001-06-11,0.0006121103906253
2001-06-12,0.0006109429202945
2001-06-13,0.000611679447634
2001-06-15,0.0006109887039167
2001-06-18,0.0006120404472296
2001-06-19,0.0006146722017226
2001-06-20,0.0006157176882219
2001-06-21,0.0006306669757583
2001-06-22,0.0006658020925387
2001-06-25,0.000666148183172
2001-06-26,0.0006660201503032
2001-06-27,0.0006657344702936
2001-06-28,0.0006665515846664
2001-06-29,0.0006664223852443
2001-07-02,0.0006664504412225
2001-07-03,0.0006666353338102
2001-07-04,0.0006671337283461
2001-07-05,0.0006671598940517
2001-07-06,0.0006670288367609
2001-07-09,0.0006678383624225
2001-07-10,0.0006673926520068
2001-07-11,0.0006682000197579
2001-07-12,0.0006713523125827
2001-07-13,0.0006732471652008
2001-07-16,0.0006717004881431
2001-07-17,0.0006704689050918
2001-07-18,0.0006693955327132
2001-07-19,0.0006806426326788
2001-07-20,0.0006889059189187
2001-07-23,0.0006893659655022
2001-07-24,0.0006885798449178
2001-07-25,0.0006888835499119
2001-07-26,0.0006888755074687
2001-07-27,0.0006877801240394
2001-07-30,0.0006893247922443
2001-07-31,0.0006891601039571
2001-08-01,0.0006891503985899
2001-08-02,0.0006894501124306
2001-08-03,0.0006892846110941
2001-08-06,0.0006895830736506
2001-08-07,0.0006897260490967
2001-08-08,0.0006906405845858
2001-08-09,0.0006904725894418
2001-08-10,0.0006906130602053
2001-08-13,0.0006901364429647
2001-08-14,0.0006908925697477
2001-08-15,0.0006908772802489
2001-08-16,0.0006907078948481
2001-08-17,0.0006913069913299
2001-08-20,0.0006914437597584
2001-08-21,0.0006915799147757
2001-08-22,0.0006918688311174
2001-08-23,0.0006924633533158
2001-08-24,0.0006915246947833
2001-08-27,0.0006919651534857
2001-08-28,0.000691486668807
2001-08-29,0.0006913145338984
2001-08-30,0.0006903787323027
2001-08-31,0.0006912761378774
2001-09-03,0.0006918663001931
2001-09-04,0.0006918452193327
2001-09-05,0.0006912145834396
2001-09-06,0.0006911937712497
2001-09-10,0.0006911726723952
2001-09-11,0.0006919112955128
2001-09-12,0.0006914328852893
2001-09-13,0.0006915623023864
2001-09-14,0.0006912360611346
2001-09-17,0.0006918196569853
2001-09-18,0.0006917958046606
2001-09-19,0.0006919230435047
2001-09-20,0.0006915958847322
2001-09-21,0.000691571399872
2001-09-24,0.0006921508701585
2001-09-25,0.0006918230828891
2001-09-26,0.0006925515932836
2001-09-27,0.0006932782610005
2001-09-28,0.0006934005232364
2001-10-01,0.0006935221985813
2001-10-02,0.0006939441526141
2001-10-03,0.0006942145679227
2001-10-04,0.0006941836394391
2001-10-05,0.0006934018438573
2001-10-08,0.0006932214018042
2001-10-09,0.000692891090323
2001-10-10,0.0006925611324146
2001-10-11,0.0006917824153429
2001-10-15,0.0006919025855016
2001-10-16,0.0006918726786835
2001-10-17,0.000691543715602
2001-10-18,0.0006912151039009
2001-10-19,0.0006917819673908
2001-10-22,0.000691601904462
2001-10-23,0.0006915708655288
2001-10-24,0.000691837317142
2001-10-25,0.0006918053352027
2001-10-26,0.0006914757439349
2001-10-29,0.0006912950751354
2001-10-30,0.000691856786239
2001-10-31,0.00069152681584
2001-11-01,0.0006914937228115
2001-11-05,0.0006916085276458
2001-11-06,0.0006918708213659
2001-11-07,0.0006918363312906
2001-11-08,0.0006920972869077
2001-11-09,0.000691914119909
2001-11-12,0.0006921739459111
2001-11-13,0.0006922853561286
2001-11-14,0.0006918064286687
2001-11-16,0.0006922122147607
2001-11-19,0.0006921751083759
2001-11-20,0.0006922848858981
2001-11-21,0.0006922470680954
2001-11-22,0.0006914743243504
2001-11-23,0.0006921711827141
2001-11-26,0.0006921326077362
2001-11-27,0.0006922404116784
2001-11-28,0.0006922011321972
2001-11-29,0.0006921616029682
2001-11-30,0.000692268150529
2001-12-03,0.0006925203705685
2001-12-04,0.0006924794886375
2001-12-05,0.0006925843823462
2001-12-06,0.0006932724121357
2001-12-07,0.0006927921184725
2001-12-10,0.0006928953671165
2001-12-11,0.0006924155955581
2001-12-12,0.0006929551115844
2001-12-13,0.0006924752573151
2001-12-14,0.0006918507508928
2001-12-17,0.0006919532875622
2001-12-18,0.000692200396223
2001-12-19,0.0006921566312896
2001-12-20,0.0006921126259689
2001-12-21,0.0006922131952924
2001-12-24,0.0006926026534523
2001-12-26,0.0006925571294555
2001-12-27,0.0006914997697891
2001-12-28,0.0006911663424806
2001-12-31,0.0006912662193208
2002-01-02,0.0006912213447074
2002-01-03,0.0006911762332222
2002-01-04,0.0006911308854136
2002-01-07,0.0006915170502488
2002-01-08,0.0006916144516211
2002-01-09,0.000691136451663
2002-01-10,0.0006915208201625
2002-01-11,0.0006916170247148
2002-01-14,0.0006911390212014
2002-01-15,0.0006912349601218
2002-01-16,0.0006911871490176
2002-01-17,0.0006911391071666
2002-01-18,0.0006912338588742
2002-01-21,0.0006911851595856
2002-01-22,0.000691564710147
2002-01-23,0.0006912295064653
2002-01-24,0.0006907520382746
2002-01-25,0.0006912729427788
2002-01-28,0.0006912227107325
2002-01-29,0.000691172252907
2002-01-30,0.0006911215698344
2002-01-31,0.0006912127991631
2002-02-01,0.0006915875876718
2002-02-04,0.0006918193286995
2002-02-05,0.0006919084161765
2002-02-06,0.0006918552436419
2002-02-07,0.0006918018506123
2002-02-08,0.0006918897862602
2002-02-13,0.000691835758106
2002-02-14,0.0006919228642412
2002-02-15,0.0006918682037686
2002-02-18,0.0006918133258688
2002-02-19,0.0006918992910607
2002-02-20,0.0006915618598981
2002-02-21,0.0006910839326084
2002-02-22,0.0006832867415484
2002-02-25,0.0006831015228689
2002-02-26,0.0006836192430592
2002-02-27,0.0006831522270509
2002-02-28,0.0006838089181542
2002-03-01,0.00068362221855
2002-03-04,0.0006834355823059
2002-03-05,0.0006835292017852
2002-03-06,0.00068348231017
2002-03-07,0.000683575100574
2002-03-08,0.000683527572697
2002-03-11,0.000683479823234
2002-03-12,0.0006835714710551
2002-03-13,0.0006835230892396
2002-03-14,0.0006834744875929
2002-03-15,0.0006834256666257
2002-03-18,0.00068351586414
2002-03-19,0.0006836055580623
2002-03-20,0.0006835557021422
2002-03-21,0.0006723894573112
2002-03-22,0.0006751314055384
2002-03-25,0.0006752309710378
2002-03-26,0.0006754686991465
2002-03-27,0.0006758442163143
2002-03-28,0.0006758032121978
2002-04-01,0.0006754852013939
2002-04-02,0.0006744760398504
2002-04-03,0.0006725011833728
2002-04-04,0.000671082450883
2002-04-05,0.0006707704198525
2002-04-08,0.000670458714584
2002-04-09,0.0006701473345516
2002-04-10,0.0006701117619696
2002-04-11,0.0006700759602953
2002-04-12,0.0006701774869883
2002-04-15,0.0006701410444138
2002-04-16,0.0006701043744574
2002-04-17,0.0006700674776207
2002-04-18,0.0006685212770307
2002-04-19,0.0006697198213074
2002-04-22,0.0006702306349655
2002-04-23,0.0006686864172864
2002-04-24,0.000668513218939
2002-04-25,0.0006680666075806
2002-04-26,0.0006681671505528
2002-04-29,0.0006670382600038
2002-04-30,0.0006653655013992
2002-05-02,0.0006611048223423
2002-05-03,0.0006661191080381
2002-05-06,0.0006654033173474
2002-05-07,0.0006640081842173
2002-05-08,0.0006613914926256
2002-05-09,0.0006576923845365
2002-05-10,0.0006601124473031
2002-05-13,0.0006633418584593
2002-05-14,0.0006668358624759
2002-05-15,0.0006684248232184
2002-05-16,0.0006687911204263
2002-05-17,0.0006680733887078
2002-05-20,0.0006681685013003
2002-05-21,0.0006667759934144
2002-05-22,0.0006613328606503
2002-05-23,0.0006621109187003
2002-05-24,0.0006670698229431
2002-05-27,0.0006685128299721
2002-05-28,0.0006673924936198
2002-05-29,0.0006650622046591
2002-05-31,0.0006591029955409
2002-06-03,0.0006479106964434
2002-06-04,0.0006198068331417
2002-06-05,0.0005092913436588
2002-06-06,0.0005958843573576
2002-06-07,0.0006334963403578
2002-06-10,0.0006515974259488
2002-06-11,0.0006597482425358
2002-06-12,0.0006613217302768
2002-06-13,0.0006590113411502
2002-06-14,0.0006553680203673
2002-06-17,0.0006654958572214
2002-06-18,0.000669326701675
2002-06-19,0.0006684786365758
2002-06-20,0.0006697658340204
2002-06-21,0.0006705170418084
2002-06-24,0.0006700677499629
2002-06-25,0.0006701514542286
2002-06-26,0.000671830803449
2002-06-27,0.0006720443506735
2002-06-28,0.0006711945176969
2002-07-01,0.0006722044775933
2002-07-02,0.0006713549643788
2002-07-03,0.0006691812220431
2002-07-04,0.0006693960929153
2002-07-05,0.0006670948924281
2002-07-08,0.0006698253281289
2002-07-09,0.0006714923153197
2002-07-10,0.0006718344409684
2002-07-11,0.0006703271254466
2002-07-12,0.0006692183695693
2002-07-15,0.0006653425742901
2002-07-16,0.000668194382239
2002-07-17,0.0006686699551499
2002-07-18,0.0006648017477495
2002-07-19,0.0006533137128812
2002-07-22,0.0006523614986861
2002-07-23,0.000652592864792
2002-07-24,0.000651642276346
2002-07-25,0.0006543657963824
2002-07-26,0.0006530203501955
2002-07-29,0.0006535111257355
2002-07-30,0.0006537388521423
2002-07-31,0.0006529192988606
2002-08-01,0.0006523625394343
2002-08-02,0.0006519372400006
2002-08-05,0.0006530792582575
2002-08-06,0.0006514787183835
2002-08-07,0.0006540536198791
2002-08-08,0.0006536261133536
2002-08-09,0.0006533293884409
2002-08-12,0.00065342338022
2002-08-13,0.0006515661126316
2002-08-14,0.0006536112508994
2002-08-15,0.0006520153704181
2002-08-16,0.0006522395179269
2002-08-19,0.0006529818075688
2002-08-20,0.0006533334785185
2002-08-21,0.0006534250926635
2002-08-22,0.0006532573279782
2002-08-23,0.0006492083358453
2002-08-26,0.0006509851014269
2002-08-27,0.0006519828820252
2002-08-28,0.0006527201904109
2002-08-29,0.0006529396219248
2002-08-30,0.000652900435714
2002-09-02,0.000652732177093
2002-09-03,0.0006539806273371
2002-09-04,0.0006543254334647
2002-09-05,0.0006522255282948
2002-09-06,0.0006529572214049
2002-09-09,0.0006527880485067
2002-09-10,0.0006530040303456
2002-09-11,0.0006532193115846
2002-09-12,0.0006533056934769
2002-09-13,0.0006530072798076
2002-09-16,0.000652965236771
2002-09-17,0.0006533068445087
2002-09-18,0.0006530081786493
2002-09-19,0.0006536042922442
2002-09-20,0.000653432769532
2002-09-23,0.0006532613040111
2002-09-24,0.0006537275542592
2002-09-25,0.0006525357833673
2002-09-26,0.0006530018150827
2002-09-27,0.0006529575284857
2002-09-30,0.0006534218469564
2002-10-01,0.0006535036298624
2002-10-02,0.0006533309078493
2002-10-03,0.0006536660458382
2002-10-04,0.000653365912822
2002-10-07,0.0006523053828824
2002-10-08,0.0006520068596291
2002-10-09,0.00065158202368
2002-10-10,0.0006516638877103
2002-10-11,0.0006519982240762
2002-10-14,0.0006515733993768
2002-10-15,0.0006530434717817
2002-10-16,0.0007523209498856
2002-10-17,0.0007521337254416
2002-10-18,0.0007515684454668
2002-10-21,0.0007513817831661
2002-10-22,0.0007514467741138
2002-10-23,0.0007511339935533
2002-10-24,0.0007505702147505
2002-10-25,0.000750760553082
2002-10-28,0.0007504482366347
2002-10-29,0.0007505122713207
2002-10-30,0.0007498241621002
2002-10-31,0.0007503888691609
2002-11-01,0.0007499512831845
2002-11-04,0.0007501391669382
2002-11-05,0.0007504510949165
2002-11-06,0.0007507618997821
2002-11-07,0.0007510715832448
2002-11-08,0.000751130933037
2002-11-11,0.0007511897261451
2002-11-12,0.0007507502837087
2002-11-13,0.0007508087138567
2002-11-14,0.0007498727228953
2002-11-18,0.0007498073963283
2002-11-19,0.000749493701003
2002-11-20,0.0007494281984321
2002-11-21,0.0007498578688629
2002-11-22,0.0007764013592779
2002-11-25,0.0007796328824514
2002-11-26,0.0007818677853788
2002-11-27,0.0007836030626953
2002-11-28,0.0007838531918111
2002-11-29,0.0007831159607096
2002-12-02,0.0007812712695314
2002-12-03,0.0007832463326331
2002-12-04,0.0007842323059432
2002-12-05,0.0007838635698853
2002-12-06,0.0007842320481963
2002-12-09,0.000784108344876
2002-12-10,0.0007836166132118
2002-12-11,0.0007827580059946
2002-12-12,0.0007816560923756
2002-12-13,0.0007812902334807
2002-12-16,0.0007809247547403
2002-12-17,0.0007809260581246
2002-12-18,0.0007805607662774
2002-12-19,0.0007805616849205
2002-12-20,0.0008774317629567
2002-12-23,0.0008777582274008
2002-12-24,0.0008783264287217
2002-12-26,0.0008773125918601
2002-12-27,0.0008776363848519
2002-12-30,0.0008785652284943
2002-12-31,0.0008797333697605
2003-01-02,0.0008805344484428
2003-01-03,0.0008801227767645
2003-01-06,0.0008798323990604
2003-01-07,0.0008805083709892
2003-01-08,0.0008805784955416
2003-01-09,0.0008800449004962
2003-01-10,0.0008798734254373
2003-01-13,0.0008798220809584
2003-01-14,0.000879529686111
2003-01-15,0.0008798381184367
2003-01-16,0.0008805051830966
2003-01-17,0.0008810498717883
2003-01-20,0.0008811131192028
2003-01-21,0.0008809360670047
2003-01-22,0.0008807587994836
2003-01-23,0.0008810593747012
2003-01-24,0.0008948517010778
2003-01-27,0.0008959604947038
2003-01-28,0.00089635042343
2003-01-29,0.000892808656707
2003-01-30,0.0008958197023936
2003-01-31,0.0008963255644651
2003-02-03,0.0008948102667303
2003-02-04,0.0008963835657791
2003-02-05,0.0008968849106376
2003-02-06,0.0008976210908973
2003-02-07,0.0008976445027173
2003-02-10,0.0008969576982642
2003-02-11,0.0008966264165279
2003-02-12,0.0008964133316431
2003-02-13,0.0008947850469955
2003-02-14,0.0008944563850601
2003-02-17,0.0008950695721194
2003-02-18,0.0008960332154419
2003-02-19,0.000895113558867
2003-02-20,0.0008953695996958
2003-02-21,0.0009197859181269
2003-02-24,0.000923510784663
2003-02-25,0.000924414806559
2003-02-26,0.0009248476755876
2003-02-27,0.0009246942683562
2003-02-28,0.0009251242449799
2003-03-05,0.0009263687325473
2003-03-06,0.0009269097732462
2003-03-07,0.0009267499623946
2003-03-10,0.0009267061186566
2003-03-11,0.0009275912852904
2003-03-12,0.0009268477597694
2003-03-13,0.000926685479538
2003-03-14,0.0009260593041842
2003-03-17,0.0009260129757595
2003-03-18,0.0009259659832139
2003-03-19,0.0009251093634126
2003-03-20,0.0009248316252237
2003-03-21,0.0009251306314443
2003-03-24,0.0009247365411304
2003-03-25,0.0009244578927793
2003-03-26,0.0009234890262057
2003-03-27,0.0009239011822235
2003-03-28,0.0009235076619098
2003-03-31,0.000924376312702
2003-04-01,0.0009247833337746
2003-04-02,0.0009241579067655
2003-04-03,0.0009242198098777
2003-04-04,0.0009240521693452
2003-04-07,0.0009242267651001
2003-04-08,0.0009244000896677
2003-04-09,0.0009244581701768
2003-04-10,0.0009241736895404
2003-04-11,0.0009235479120341
2003-04-14,0.0009238323630704
2003-04-15,0.0009237745735677
2003-04-16,0.0009241699601425
2003-04-17,0.000926036963043
2003-04-22,0.0009266523469455
2003-04-23,0.0009263601389086
2003-04-24,0.0009264070428636
2003-04-25,0.0009253237532098
2003-04-28,0.0009244683207134
2003-04-29,0.0009247416522732
2003-04-30,0.000924788209198
2003-05-02,0.0009264089905551
2003-05-05,0.0009266756119414
2003-05-06,0.0009262668872727
2003-05-07,0.0009255219089741
2003-05-08,0.0009250023932136
2003-05-09,0.0009248194989313
2003-05-12,0.0009247482089087
2003-05-13,0.0009244527591785
2003-05-14,0.0009241573388198
2003-05-15,0.0009247545684862
2003-05-16,0.0009237887131234
2003-05-19,0.0009254976610302
2003-05-20,0.0009257545929166
2003-05-21,0.0009248983640082
2003-05-22,0.0009239326545389
2003-05-23,0.0009231907514042
2003-05-26,0.0009234478371697
2003-05-27,0.0009235926702693
2003-05-28,0.0009231830483984
2003-05-29,0.0009229948768203
2003-05-30,0.0009231377893046
2003-06-02,0.0009231691737856
2003-06-03,0.0009235304240819
2003-06-04,0.0009238898892434
2003-06-05,0.0009231471471684
2003-06-06,0.0009235050843903
2003-06-09,0.0009232022078646
2003-06-10,0.0009231188600029
2003-06-11,0.0009232542316093
2003-06-12,0.0009229502994658
2003-06-13,0.0009225369876595
2003-06-16,0.0009225613706125
2003-06-17,0.0009225849024432
2003-06-18,0.0009226075854409
2003-06-20,0.0009218661973635
2003-06-23,0.0009068560276459
2003-06-24,0.0009064697167393
2003-06-25,0.000906844851894
2003-06-26,0.0009066750446655
2003-06-27,0.0009069391044009
2003-06-30,0.0009069848241616
2003-07-01,0.0009074630384324
2003-07-02,0.0009065320532413
2003-07-03,0.0009063598647716
2003-07-04,0.0009062954471295
2003-07-07,0.0009057986659251
